#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:8226	ENSG00000130021.15	HGNC:16818	PUDP	pseudouridine 5'-phosphatase	NM_012080.5	NP_036212.3	ENST00000381077.10	ENSP00000370467.6	MANE Select	NC_000023.11	7048920	7148153	-
GeneID:8227	ENSG00000197976.12	HGNC:18783	AKAP17A	A-kinase anchoring protein 17A	NM_005088.3	NP_005079.2	ENST00000313871.9	ENSP00000324827.3	MANE Select	NC_000023.11	1591604	1602520	+
GeneID:8228	ENSG00000006757.12	HGNC:24887	PNPLA4	patatin like phospholipase domain containing 4	NM_004650.3	NP_004641.1	ENST00000381042.9	ENSP00000370430.4	MANE Select	NC_000023.11	7898247	7927413	-
GeneID:8233	ENSG00000169249.14	HGNC:23019	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	NM_005089.4	NP_005080.1	ENST00000307771.8	ENSP00000303015.7	MANE Select	NC_000023.11	15790484	15823260	+
GeneID:8237	ENSG00000102226.10	HGNC:12609	USP11	ubiquitin specific peptidase 11	NM_001371072.1	NP_001358001.1	ENST00000377107.7	ENSP00000366311.2	MANE Select	NC_000023.11	47233009	47248328	+
GeneID:8239	ENSG00000124486.15	HGNC:12632	USP9X	ubiquitin specific peptidase 9 X-linked	NM_001039591.3	NP_001034680.2	ENST00000378308.7	ENSP00000367558.2	MANE Select	NC_000023.11	41085445	41236579	+
GeneID:8241	ENSG00000182872.16	HGNC:9896	RBM10	RNA binding motif protein 10	NM_005676.5	NP_005667.2	ENST00000377604.8	ENSP00000366829.3	MANE Select	NC_000023.11	47145221	47186813	+
GeneID:8242	ENSG00000126012.14	HGNC:11114	KDM5C	lysine demethylase 5C	NM_004187.5	NP_004178.2	ENST00000375401.8	ENSP00000364550.4	MANE Select	NC_000023.11	53192158	53225207	-
GeneID:8243	ENSG00000072501.19	HGNC:11111	SMC1A	structural maintenance of chromosomes 1A	NM_006306.4	NP_006297.2	ENST00000322213.9	ENSP00000323421.3	MANE Select	NC_000023.11	53374149	53422654	-
GeneID:8260	ENSG00000102030.16	HGNC:18704	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit	NM_003491.4	NP_003482.1	ENST00000464845.6	ENSP00000417763.1	MANE Select	NC_000023.11	153929225	153935037	-
GeneID:8263	ENSG00000288722.1	HGNC:3547	F8A1	coagulation factor VIII associated 1	NM_012151.4	NP_036283.2	ENST00000610495.2	ENSP00000479624.1	MANE Select	NC_000023.11	154886355	154888061	+
GeneID:8266	ENSG00000102178.13	HGNC:12505	UBL4A	ubiquitin like 4A	NM_014235.5	NP_055050.1	ENST00000369660.9	ENSP00000358674.4	MANE Select	NC_000023.11	154483717	154486615	-
GeneID:8269	ENSG00000177854.8	HGNC:13705	TMEM187	transmembrane protein 187	NM_003492.3	NP_003483.1	ENST00000369982.5	ENSP00000358999.4	MANE Select	NC_000023.11	153972754	153983194	+
GeneID:8270	ENSG00000196976.8	HGNC:26058	LAGE3	L antigen family member 3	NM_006014.5	NP_006005.2	ENST00000357360.5	ENSP00000349923.4	MANE Select	NC_000023.11	154477775	154479281	-
GeneID:8273	ENSG00000126903.16	HGNC:22979	SLC10A3	solute carrier family 10 member 3	NM_019848.5	NP_062822.1	ENST00000651600.1	ENSP00000499188.1	MANE Select	NC_000023.11	154487311	154490629	-
GeneID:8277	ENSG00000007350.18	HGNC:11835	TKTL1	transketolase like 1	NM_012253.4	NP_036385.3	ENST00000369915.8	ENSP00000358931.3	MANE Select	NC_000023.11	154295795	154330350	+
GeneID:8284	ENSG00000012817.16	HGNC:11115	KDM5D	lysine demethylase 5D	NM_004653.5	NP_004644.2	ENST00000317961.9	ENSP00000322408.4	MANE Select	NC_000024.10	19703865	19744726	-
GeneID:8287	ENSG00000114374.13	HGNC:12633	USP9Y	ubiquitin specific peptidase 9 Y-linked	NM_004654.4	NP_004645.2	ENST00000338981.7	ENSP00000342812.3	MANE Select	NC_000024.10	12701231	12860839	+
GeneID:8288	ENSG00000121053.6	HGNC:3423	EPX	eosinophil peroxidase	NM_000502.6	NP_000493.1	ENST00000225371.6	ENSP00000225371.5	MANE Select	NC_000017.11	58192726	58205174	+
GeneID:8289	ENSG00000117713.22	HGNC:11110	ARID1A	AT-rich interaction domain 1A	NM_006015.6	NP_006006.3	ENST00000324856.13	ENSP00000320485.7	MANE Select	NC_000001.11	26696015	26782104	+
GeneID:8290	ENSG00000168148.4	HGNC:4778	H3-4	H3.4 histone, cluster member	NM_003493.3	NP_003484.1	ENST00000366696.2	ENSP00000355657.2	MANE Select	NC_000001.11	228424845	228425360	-
GeneID:8291	ENSG00000135636.16	HGNC:3097	DYSF	dysferlin	NM_003494.4	NP_003485.1	ENST00000258104.8	ENSP00000258104.3	MANE Plus Clinical	NC_000002.12	71453561	71686763	+
GeneID:8291	ENSG00000135636.16	HGNC:3097	DYSF	dysferlin	NM_001130987.2	NP_001124459.1	ENST00000410020.8	ENSP00000386881.3	MANE Select	NC_000002.12	71466699	71686763	+
GeneID:8292	ENSG00000206561.14	HGNC:2226	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase	NM_005677.4	NP_005668.2	ENST00000383788.10	ENSP00000373298.3	MANE Select	NC_000003.12	15450133	15521706	-
GeneID:8293	ENSG00000172058.16	HGNC:10755	SERF1A	small EDRK-rich factor 1A	NM_022968.2	NP_075257.1	ENST00000317633.14	ENSP00000321791.8	MANE Select	NC_000005.10	70900669	70908115	+
GeneID:8294	ENSG00000276180.3	HGNC:4793	H4C9	H4 clustered histone 9	NM_003495.3	NP_003486.1	ENST00000615353.2	ENSP00000481486.1	MANE Select	NC_000006.12	27139282	27139678	+
GeneID:8295	ENSG00000196367.15	HGNC:12347	TRRAP	transformation/transcription domain associated protein	NM_001375524.1	NP_001362453.1	ENST00000456197.2	ENSP00000394645.2	MANE Select	NC_000007.14	98878532	99013241	+
GeneID:8301	ENSG00000073921.18	HGNC:15514	PICALM	phosphatidylinositol binding clathrin assembly protein	NM_007166.4	NP_009097.2	ENST00000393346.8	ENSP00000377015.3	MANE Select	NC_000011.10	85957175	86069084	-
GeneID:8302	ENSG00000183542.7	HGNC:6377	KLRC4	killer cell lectin like receptor C4	NM_013431.2	NP_038459.1	ENST00000309384.3	ENSP00000310216.1	MANE Select	NC_000012.12	10407384	10409757	-
GeneID:8303	ENSG00000184602.6	HGNC:11149	SNN	stannin	NM_003498.6	NP_003489.1	ENST00000329565.6	ENSP00000329287.5	MANE Select	NC_000016.10	11668455	11679152	+
GeneID:8309	ENSG00000168306.13	HGNC:120	ACOX2	acyl-CoA oxidase 2	NM_003500.4	NP_003491.1	ENST00000302819.10	ENSP00000307697.5	MANE Select	NC_000003.12	58505136	58537190	-
GeneID:8310	ENSG00000087008.16	HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl	NM_003501.3	NP_003492.2	ENST00000356406.10	ENSP00000348775.4	MANE Select	NC_000004.12	8366282	8440723	-
GeneID:8312	ENSG00000103126.15	HGNC:903	AXIN1	axin 1	NM_003502.4	NP_003493.1	ENST00000262320.8	ENSP00000262320.3	MANE Select	NC_000016.10	287440	352723	-
GeneID:8313	ENSG00000168646.14	HGNC:904	AXIN2	axin 2	NM_004655.4	NP_004646.3	ENST00000307078.10	ENSP00000302625.5	MANE Select	NC_000017.11	65528563	65561648	-
GeneID:8314	ENSG00000163930.10	HGNC:950	BAP1	BRCA1 associated deubiquitinase 1	NM_004656.4	NP_004647.1	ENST00000460680.6	ENSP00000417132.1	MANE Select	NC_000003.12	52401008	52410008	-
GeneID:8315	ENSG00000089234.16	HGNC:1099	BRAP	BRCA1 associated protein	NM_006768.5	NP_006759.3	ENST00000419234.9	ENSP00000403524.3	MANE Select	NC_000012.12	111642146	111685956	-
GeneID:8317	ENSG00000097046.13	HGNC:1745	CDC7	cell division cycle 7	NM_003503.4	NP_003494.1	ENST00000234626.11	ENSP00000234626.6	MANE Select	NC_000001.11	91500851	91525764	+
GeneID:8318	ENSG00000093009.11	HGNC:1739	CDC45	cell division cycle 45	NM_003504.5	NP_003495.1	ENST00000263201.7	ENSP00000263201.2	MANE Select	NC_000022.11	19479920	19520608	+
GeneID:8320	ENSG00000163508.13	HGNC:3372	EOMES	eomesodermin	NM_001278182.2	NP_001265111.1	ENST00000449599.4	ENSP00000388620.1	MANE Select	NC_000003.12	27715953	27722323	-
GeneID:8321	ENSG00000157240.4	HGNC:4038	FZD1	frizzled class receptor 1	NM_003505.2	NP_003496.1	ENST00000287934.4	ENSP00000287934.2	MANE Select	NC_000007.14	91264433	91271326	+
GeneID:8322	ENSG00000174804.4	HGNC:4042	FZD4	frizzled class receptor 4	NM_012193.4	NP_036325.2	ENST00000531380.2	ENSP00000434034.1	MANE Select	NC_000011.10	86945679	86955395	-
GeneID:8323	ENSG00000164930.12	HGNC:4044	FZD6	frizzled class receptor 6	NM_003506.4	NP_003497.2	ENST00000358755.5	ENSP00000351605.4	MANE Select	NC_000008.11	103298898	103332866	+
GeneID:8324	ENSG00000155760.3	HGNC:4045	FZD7	frizzled class receptor 7	NM_003507.2	NP_003498.1	ENST00000286201.3	ENSP00000286201.1	MANE Select	NC_000002.12	202033855	202038441	+
GeneID:8325	ENSG00000177283.8	HGNC:4046	FZD8	frizzled class receptor 8	NM_031866.3	NP_114072.1	ENST00000374694.3	ENSP00000363826.1	MANE Select	NC_000010.11	35638247	35642296	-
GeneID:8326	ENSG00000188763.5	HGNC:4047	FZD9	frizzled class receptor 9	NM_003508.3	NP_003499.1	ENST00000344575.5	ENSP00000345785.3	MANE Select	NC_000007.14	73433778	73436120	+
GeneID:8328	ENSG00000165702.15	HGNC:4238	GFI1B	growth factor independent 1B transcriptional repressor	NM_001377304.1	NP_001364233.1	ENST00000372122.4	ENSP00000361195.1	MANE Select	NC_000009.12	132978694	132991687	+
GeneID:8329	ENSG00000196747.5	HGNC:4725	H2AC13	H2A clustered histone 13	NM_003509.3	NP_003500.1	ENST00000358739.5	ENSP00000351589.3	MANE Select	NC_000006.12	27808173	27808667	+
GeneID:8330	ENSG00000275221.3	HGNC:4726	H2AC15	H2A clustered histone 15	NM_003510.3	NP_003501.1	ENST00000618958.2	ENSP00000482431.2	MANE Select	NC_000006.12	27837880	27838375	-
GeneID:8331	ENSG00000276368.2	HGNC:4727	H2AC14	H2A clustered histone 14	NM_021066.3	NP_066544.1	ENST00000333151.5	ENSP00000328484.4	MANE Select	NC_000006.12	27814302	27814777	-
GeneID:8332	ENSG00000276903.2	HGNC:4730	H2AC16	H2A clustered histone 16	NM_003511.3	NP_003502.1	ENST00000613174.2	ENSP00000482538.2	MANE Select	NC_000006.12	27865317	27865798	+
GeneID:8334	ENSG00000180573.10	HGNC:4733	H2AC6	H2A clustered histone 6	NM_003512.4	NP_003503.1	ENST00000377791.4	ENSP00000367022.2	MANE Select	NC_000006.12	26124172	26124690	+
GeneID:8335	ENSG00000278463.2	HGNC:4734	H2AC4	H2A clustered histone 4	NM_003513.3	NP_003504.2	ENST00000615868.2	ENSP00000483842.2	MANE Select	NC_000006.12	26033092	26033618	-
GeneID:8336	ENSG00000278677.2	HGNC:4735	H2AC17	H2A clustered histone 17	NM_003514.2	NP_003505.1	ENST00000359611.4	ENSP00000352627.3	MANE Select	NC_000006.12	27892699	27893185	-
GeneID:8337	ENSG00000288825.1	HGNC:4736	H2AC18	H2A clustered histone 18	NM_003516.3	NP_003507.1	ENST00000369159.3	ENSP00000358155.2	MANE Select	NC_000001.11	149842218	149842750	-
GeneID:8338	ENSG00000184260.6	HGNC:4738	H2AC20	H2A clustered histone 20	NM_003517.3	NP_003508.1	ENST00000331380.4	ENSP00000332194.3	MANE Select	NC_000001.11	149886918	149887411	+
GeneID:8339	ENSG00000273802.3	HGNC:4746	H2BC8	H2B clustered histone 8	NM_003518.4	NP_003509.1	ENST00000541790.4	ENSP00000445633.2	MANE Select	NC_000006.12	26216200	26216688	-
GeneID:8340	ENSG00000185130.6	HGNC:4748	H2BC13	H2B clustered histone 13	NM_003519.4	NP_003510.1	ENST00000377401.4	ENSP00000366618.2	MANE Select	NC_000006.12	27807479	27807929	-
GeneID:8341	ENSG00000233822.6	HGNC:4749	H2BC15	H2B clustered histone 15	NM_003520.4	NP_003511.1	ENST00000612898.2	ENSP00000483903.1	MANE Select	NC_000006.12	27838569	27839110	+
GeneID:8342	ENSG00000273703.2	HGNC:4750	H2BC14	H2B clustered histone 14	NM_003521.3	NP_003512.1	ENST00000621112.2	ENSP00000477907.2	MANE Select	NC_000006.12	27815022	27815489	+
GeneID:8343	ENSG00000277224.3	HGNC:4752	H2BC7	H2B clustered histone 7	NM_003522.4	NP_003513.1	ENST00000356530.6	ENSP00000348924.3	MANE Select	NC_000006.12	26199516	26199988	+
GeneID:8344	ENSG00000274290.3	HGNC:4753	H2BC6	H2B clustered histone 6	NM_003523.3	NP_003514.2	ENST00000614097.3	ENSP00000483237.2	MANE Select	NC_000006.12	26183761	26184230	+
GeneID:8345	ENSG00000275713.3	HGNC:4755	H2BC9	H2B clustered histone 9	NM_003524.3	NP_003515.1	ENST00000619466.3	ENSP00000479169.1	MANE Select	NC_000006.12	26251614	26252075	+
GeneID:8346	ENSG00000278588.2	HGNC:4756	H2BC10	H2B clustered histone 10	NM_003525.3	NP_003516.1	ENST00000377733.4	ENSP00000366962.3	MANE Select	NC_000006.12	26272931	26273412	+
GeneID:8347	ENSG00000180596.9	HGNC:4757	H2BC4	H2B clustered histone 4	NM_003526.3	NP_003517.2	ENST00000396984.2	ENSP00000380180.1	MANE Select	NC_000006.12	26123467	26123926	-
GeneID:8348	ENSG00000274641.2	HGNC:4758	H2BC17	H2B clustered histone 17	NM_003527.4	NP_003518.2	ENST00000616182.2	ENSP00000477527.2	MANE Select	NC_000006.12	27893425	27893891	+
GeneID:8349	ENSG00000184678.11	HGNC:4760	H2BC21	H2B clustered histone 21	NM_003528.3	NP_003519.1	ENST00000369155.4	ENSP00000358151.2	MANE Select	NC_000001.11	149884459	149886682	-
GeneID:8350	ENSG00000275714.3	HGNC:4766	H3C1	H3 clustered histone 1	NM_003529.3	NP_003520.1	ENST00000613854.2	ENSP00000480826.2	MANE Select	NC_000006.12	26020451	26020958	+
GeneID:8351	ENSG00000197409.9	HGNC:4767	H3C4	H3 clustered histone 4	NM_001376937.1	NP_001363866.1	ENST00000356476.3	ENSP00000366999.2	MANE Select	NC_000006.12	26196784	26197286	-
GeneID:8352	ENSG00000287080.2	HGNC:4768	H3C3	H3 clustered histone 3	NM_003531.3	NP_003522.1	ENST00000612966.3	ENSP00000484658.2	MANE Select	NC_000006.12	26045384	26045869	+
GeneID:8353	ENSG00000274750.3	HGNC:4769	H3C6	H3 clustered histone 6	NM_003532.3	NP_003523.1	ENST00000614911.3	ENSP00000482271.1	MANE Select	NC_000006.12	26225135	26225616	+
GeneID:8354	ENSG00000275379.2	HGNC:4771	H3C11	H3 clustered histone 11	NM_003533.3	NP_003524.1	ENST00000616365.2	ENSP00000483283.2	MANE Select	NC_000006.12	27871845	27872346	-
GeneID:8355	ENSG00000273983.2	HGNC:4772	H3C8	H3 clustered histone 8	NM_003534.3	NP_003525.1	ENST00000614378.2	ENSP00000484638.1	MANE Select	NC_000006.12	26270918	26271413	-
GeneID:8356	ENSG00000197153.5	HGNC:4774	H3C12	H3 clustered histone 12	NM_003535.3	NP_003526.1	ENST00000359303.4	ENSP00000352252.3	MANE Select	NC_000006.12	27890315	27890826	-
GeneID:8357	ENSG00000278828.2	HGNC:4775	H3C10	H3 clustered histone 10	NM_003536.3	NP_003527.1	ENST00000685041.1	ENSP00000509120.1	MANE Select	NC_000006.12	27810051	27810536	+
GeneID:8358	ENSG00000286522.2	HGNC:4776	H3C2	H3 clustered histone 2	NM_003537.4	NP_003528.1	ENST00000621411.3	ENSP00000484841.2	MANE Select	NC_000006.12	26031589	26032099	-
GeneID:8359	ENSG00000278637.3	HGNC:4781	H4C1	H4 clustered histone 1	NM_003538.4	NP_003529.1	ENST00000617569.2	ENSP00000479106.2	MANE Select	NC_000006.12	26021649	26022050	+
GeneID:8360	ENSG00000277157.2	HGNC:4782	H4C4	H4 clustered histone 4	NM_003539.4	NP_003530.1	ENST00000614247.2	ENSP00000479461.2	MANE Select	NC_000006.12	26188710	26189112	-
GeneID:8361	ENSG00000274618.2	HGNC:4783	H4C6	H4 clustered histone 6	NM_003540.4	NP_003531.1	ENST00000244537.6	ENSP00000244537.6	MANE Select	NC_000006.12	26240393	26240793	+
GeneID:8362	ENSG00000273542.3	HGNC:4784	H4C12	H4 clustered histone 12	NM_003541.3	NP_003532.1	ENST00000611927.2	ENSP00000479794.2	MANE Select	NC_000006.12	27831174	27831560	-
GeneID:8363	ENSG00000197238.5	HGNC:4785	H4C11	H4 clustered histone 11	NM_021968.4	NP_068803.1	ENST00000355057.3	ENSP00000347168.2	MANE Select	NC_000006.12	27824092	27824480	+
GeneID:8364	ENSG00000197061.5	HGNC:4787	H4C3	H4 clustered histone 3	NM_003542.4	NP_003533.1	ENST00000377803.4	ENSP00000367034.3	MANE Select	NC_000006.12	26103933	26104337	+
GeneID:8365	ENSG00000158406.6	HGNC:4788	H4C8	H4 clustered histone 8	NM_003543.4	NP_003534.1	ENST00000377727.2	ENSP00000366956.1	MANE Select	NC_000006.12	26285126	26285534	-
GeneID:8366	ENSG00000278705.4	HGNC:4789	H4C2	H4 clustered histone 2	NM_003544.3	NP_003535.1	ENST00000377745.5	ENSP00000366974.2	MANE Select	NC_000006.12	26026896	26027283	-
GeneID:8367	ENSG00000276966.3	HGNC:4790	H4C5	H4 clustered histone 5	NM_003545.4	NP_003536.1	ENST00000615164.3	ENSP00000484789.1	MANE Select	NC_000006.12	26204610	26205021	+
GeneID:8368	ENSG00000275126.2	HGNC:4791	H4C13	H4 clustered histone 13	NM_003546.3	NP_003537.1	ENST00000618305.2	ENSP00000480960.2	MANE Select	NC_000006.12	27873148	27873534	-
GeneID:8369	ENSG00000275663.2	HGNC:4792	H4C7	H4 clustered histone 7	NM_003547.3	NP_003538.1	ENST00000611444.2	ENSP00000477870.2	MANE Select	NC_000006.12	26246611	26246996	-
GeneID:8370	ENSG00000270882.3	HGNC:4794	H4C14	H4 clustered histone 14	NM_003548.2	NP_003539.1	ENST00000578186.3	ENSP00000462667.1	MANE Select	NC_000001.11	149832657	149833052	+
GeneID:8372	ENSG00000186792.17	HGNC:5322	HYAL3	hyaluronidase 3	NM_003549.4	NP_003540.2	ENST00000336307.6	ENSP00000337425.1	MANE Select	NC_000003.12	50292832	50299405	-
GeneID:8379	ENSG00000002822.16	HGNC:6762	MAD1L1	mitotic arrest deficient 1 like 1	NM_001013836.2	NP_001013858.1	ENST00000265854.12	ENSP00000265854.7	MANE Select	NC_000007.14	1815795	2232945	-
GeneID:8382	ENSG00000112981.5	HGNC:7853	NME5	NME/NM23 family member 5	NM_003551.3	NP_003542.1	ENST00000265191.4	ENSP00000265191.2	MANE Select	NC_000005.10	138115175	138139428	-
GeneID:8383	ENSG00000172146.4	HGNC:8179	OR1A1	olfactory receptor family 1 subfamily A member 1	NM_014565.3	NP_055380.2	ENST00000641732.2	ENSP00000493179.1	MANE Select	NC_000017.11	3207667	3218896	+
GeneID:8386	ENSG00000262628.1	HGNC:8186	OR1D5	olfactory receptor family 1 subfamily D member 5	NM_014566.1	NP_055381.1	ENST00000575751.1	ENSP00000459028.1	MANE Select	NC_000017.11	3062669	3063607	-
GeneID:8387	ENSG00000180016.2	HGNC:8189	OR1E1	olfactory receptor family 1 subfamily E member 1	NM_003553.3	NP_003544.2	ENST00000322608.2	ENSP00000313384.2	MANE Select	NC_000017.11	3397104	3398410	-
GeneID:8388	ENSG00000127780.3	HGNC:8190	OR1E2	olfactory receptor family 1 subfamily E member 2	NM_003554.2	NP_003545.1	ENST00000248384.1	ENSP00000248384.1	MANE Select	NC_000017.11	3432870	3433841	-
GeneID:8390	ENSG00000183024.4	HGNC:8204	OR1G1	olfactory receptor family 1 subfamily G member 1	NM_003555.1	NP_003546.1	ENST00000328890.3	ENSP00000331545.2	MANE Select	NC_000017.11	3126610	3127551	-
GeneID:8392	ENSG00000159961.3	HGNC:8284	OR3A3	olfactory receptor family 3 subfamily A member 3	NM_012373.3	NP_036505.3	ENST00000641141.1	ENSP00000493061.1	MANE Select	NC_000017.11	3411370	3424070	+
GeneID:8394	ENSG00000143398.20	HGNC:8994	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	NM_001135638.2	NP_001129110.1	ENST00000368888.9	ENSP00000357883.4	MANE Select	NC_000001.11	151198552	151249531	+
GeneID:8395	ENSG00000107242.20	HGNC:8995	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	NM_003558.4	NP_003549.1	ENST00000265382.8	ENSP00000265382.2	MANE Select	NC_000009.12	68705240	69009176	+
GeneID:8396	ENSG00000276293.5	HGNC:8998	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	NM_003559.5	NP_003550.1	ENST00000619039.5	ENSP00000482548.1	MANE Select	NC_000017.11	38765691	38799556	-
GeneID:8398	ENSG00000184381.20	HGNC:9039	PLA2G6	phospholipase A2 group VI	NM_003560.4	NP_003551.2	ENST00000332509.8	ENSP00000333142.3	MANE Select	NC_000022.11	38111495	38181830	-
GeneID:8399	ENSG00000069764.10	HGNC:9029	PLA2G10	phospholipase A2 group X	NM_003561.3	NP_003552.1	ENST00000438167.8	ENSP00000393847.4	MANE Select	NC_000016.10	14672548	14694308	-
GeneID:8402	ENSG00000108528.14	HGNC:10981	SLC25A11	solute carrier family 25 member 11	NM_003562.5	NP_003553.2	ENST00000225665.12	ENSP00000225665.7	MANE Select	NC_000017.11	4937130	4940046	-
GeneID:8403	ENSG00000168875.3	HGNC:11193	SOX14	SRY-box transcription factor 14	NM_004189.4	NP_004180.1	ENST00000306087.3	ENSP00000305343.1	MANE Select	NC_000003.12	137764315	137766334	+
GeneID:8404	ENSG00000152583.13	HGNC:11220	SPARCL1	SPARC like 1	NM_004684.6	NP_004675.3	ENST00000282470.11	ENSP00000282470.6	MANE Select	NC_000004.12	87473335	87529376	-
GeneID:8405	ENSG00000121067.19	HGNC:11254	SPOP	speckle type BTB/POZ protein	NM_001007228.2	NP_001007229.1	ENST00000504102.6	ENSP00000425905.1	MANE Select	NC_000017.11	49598884	49678097	-
GeneID:8406	ENSG00000101955.15	HGNC:11309	SRPX	sushi repeat containing protein X-linked	NM_006307.5	NP_006298.1	ENST00000378533.4	ENSP00000367794.3	MANE Select	NC_000023.11	38149339	38220871	-
GeneID:8407	ENSG00000158710.15	HGNC:11554	TAGLN2	transgelin 2	NM_003564.3	NP_003555.1	ENST00000368097.9	ENSP00000357077.5	MANE Select	NC_000001.11	159918111	159925507	-
GeneID:8408	ENSG00000177169.10	HGNC:12558	ULK1	unc-51 like autophagy activating kinase 1	NM_003565.4	NP_003556.2	ENST00000321867.6	ENSP00000324560.3	MANE Select	NC_000012.12	131894622	131923150	+
GeneID:8409	ENSG00000126756.12	HGNC:12641	UXT	ubiquitously expressed prefoldin like chaperone	NM_004182.4	NP_004173.1	ENST00000333119.8	ENSP00000327797.3	MANE Select	NC_000023.11	47651796	47659180	-
GeneID:8411	ENSG00000102189.17	HGNC:3185	EEA1	early endosome antigen 1	NM_003566.4	NP_003557.3	ENST00000322349.13	ENSP00000317955.8	MANE Select	NC_000012.12	92770637	92929295	-
GeneID:8412	ENSG00000137936.18	HGNC:973	BCAR3	BCAR3 adaptor protein, NSP family member	NM_003567.4	NP_003558.1	ENST00000260502.11	ENSP00000260502.6	MANE Select	NC_000001.11	93561741	93681837	-
GeneID:8416	ENSG00000143412.10	HGNC:547	ANXA9	annexin A9	NM_003568.3	NP_003559.2	ENST00000368947.9	ENSP00000357943.4	MANE Select	NC_000001.11	150982292	150995634	+
GeneID:8417	ENSG00000079950.14	HGNC:11442	STX7	syntaxin 7	NM_003569.3	NP_003560.2	ENST00000367941.7	ENSP00000356918.1	MANE Select	NC_000006.12	132445867	132513116	-
GeneID:8419	ENSG00000170819.5	HGNC:1041	BFSP2	beaded filament structural protein 2	NM_003571.4	NP_003562.1	ENST00000302334.3	ENSP00000304987.2	MANE Select	NC_000003.12	133400056	133475208	+
GeneID:8424	ENSG00000129151.9	HGNC:964	BBOX1	gamma-butyrobetaine hydroxylase 1	NM_003986.3	NP_003977.1	ENST00000263182.8	ENSP00000263182.3	MANE Select	NC_000011.10	27040815	27127809	+
GeneID:8425	ENSG00000090006.18	HGNC:6717	LTBP4	latent transforming growth factor beta binding protein 4	NM_001042545.2	NP_001036010.1	ENST00000396819.8	ENSP00000380031.5	MANE Select	NC_000019.10	40601369	40629818	+
GeneID:8427	ENSG00000170265.13	HGNC:13076	ZNF282	zinc finger protein 282	NM_003575.4	NP_003566.1	ENST00000610704.5	ENSP00000477841.1	MANE Select	NC_000007.14	149195546	149226238	+
